Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Project Manager,$112K-$118K (Glassdoor est.),"Project Manager
We are an ENR top ranked Contractor for the Pacific Northwest with an urgent opening for a Project Manager to build an iconic ground-up mixed-use project in Seattle.
Top Reasons to Work with Us
Although we've grown to be a well-known, top-ranked GC, we've stay true to our core values and know that if we focus on employee development, we will produce a better product and have stronger client relationships!

We bring the best, most talented and motivated people together to build some of the most challenging, exciting, and remarkable projects in the Puget Sound.
What You Will Be Doing
- Manage preconstruction and construction efforts including activities of the owner, design team, subcontractors, and project team

- Perform overall site and building analysis, detailed plan review for constructability, serviceability, project delivery, and site logistics

- Prepare construction schedule with project team, incorporating steps to monitor delivery dates, submittal approvals, fabrication dates, etc

- Develop and maintain the relationship with the owner while ensuring all requirements of client contract are being met

- Prepare a detailed job logistics plan with the Director of Field Operations, Project Superintendent, and Vice President of Operations
What You Need for this Position
At Least 3 Years of experience and knowledge of:

- Post-Tension
- Type-I
- Class-A
- Mixed-Use
- Subterranean
So if you are a Project Manager with the above described experience, please apply below or send your resume to me directly at Danny.Gross@CyberCoders.com.

Look forward to working with you!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",4.1,"CyberCoders
4.1","Seattle, WA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
HR and Operations Manager,$112K-$118K (Glassdoor est.),"vcita is a compact, quick-smart app that keeps you fully connected to your business, whenever and wherever you are working from.
With vcita, you can track and perform all your daily tasks, from the ""first hello"" to the last invoice:
Charge and collect payments, invite clients to book you online, create branded invoices and quotes, send SMS appointment reminders - all in a few simple clicks, from one single app.
Founded in 2010 by a team of four, vcita set out to change the way people turn their passions into a business. Today, as a market leader in the small and medium-sized business management space, the company has grown to a team of over 80 but remains focused on the original goal. Tailored specifically for service providers, our software continues to redefine the way they interact with their clients — by driving more opportunities from the web, mobile, email, and social with an ease of use designed for the average person.
Our teams are based out of two of the world’s most active cities in the technology space, Bellevue, Washington and Tel-Aviv, Israel.
Job Scope- Full time, expected to last about 5 months starting June 2020
Primary Responsibilities
Human Resources
Manage the recruiting and hiring process.
Oversee the onboarding process of new hires, as well as offboarding of separating employees.
Provide HR counsel to managers and employees to foster company’s culture and excellent work environment practices.
Advise senior leadership in establishing fruitful cross organization culture and work relationships between the global offices
Craft, enforce and update relevant HR policies.
Lead the execution of a welfare plan, including team building events, holidays and celebrations.
General Operations
Manage and maintain all aspects of office services including communication tools, IT, office facilities and office supply
Assist with various additional projects according to the company's needs
Monitor and execute annual planning, office budgeting, and financial reporting
Lead the process of the US Payroll administration
Assist with maintaining insurance policies and any other business agreements needed for the operation of the office
Manage relationships and communication with external consultants and vendors
Skills and Qualifications
3+ years’ experience as an HR Manager, HR Generalist or a similar role, including supporting managers, recruiting and benefits administration.
Strong familiarity with HR regulations on Federal, State and city levels.
A significant track record in project management with ability to complete assignments with limited supervision.
Extremely independent and self-motivated
Ability to multitask different projects from diverse fields
Excellent verbal and written communications skills
Exceptional organizational skills and attention to detail
Friendly attitude and a love for helping others
Ability to work in a team oriented, fast-paced, and collaborative environment, flexibility for change
Tech-savvy and proficiency in MS Office Suite
Benefits
vcita offers competitive pay with 100% coverage for employee’s health insurance premiums (medical, dental, vision, life & disability) as well as participating in dependents’ premiums and Flexible Spending Accounts. Generous PTO policy and paid holidays. Paid parking or Commute reimbursement. Free gym at the building site. Snacks and drinks are provided daily and there are weekly catered lunches where we all eat together.",4.3,"vcita
4.3","Bellevue, WA","Bellevue, WA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Staff Technical Product Owner,$112K-$118K (Glassdoor est.),"Embedded
in a worldwide network Mercedes-Benz Research & Development North America
continuously strives to remain at the forefront of successful automotive
research and development. MBRDNA is headquartered in Silicon Valley,
California, with key areas of Autonomous Driving, Advanced Interaction Design,
Digital User Experience, Machine Learning, Customer Research, and Open
Innovation. In Redford, Michigan, the focus is on Powertrain and eDrive
technology as well as in Long Beach, where the teams test durability of the
latest driver assistant and telematic systems. The Digital Hub in Seattle
focusses on developing a cloud architecture and building out the cloud platform
for the next generation of connected car services. The Testing and Regulatory
Affairs Division in Ann Arbor and the Advanced Vehicle Design in Carlsbad
complete the competence center.
Job Introduction: (Primary purpose of this position)

This center will
be responsible for innovative software development for the global brand with a
focus on products with highly available APIs leveraging cloud technologies.
While this center is serving the US market directly, the products will be
launched worldwide, impacting the lives of millions of people.

The Product Owner
will be responsible for ideation, specification, prioritization and acceptance
of products and features developed by the engineering team. The Product Owner
will be the local representative of both the internal stakeholders and the end
user of the software.

Successful
candidates will operate in an agile environment, focus on their customers'
needs, strive to continuously improve their product, drive the product vision
and resolve dependencies for other team members.

Required
Qualifications

Minimum level of
education required and required field of study:

Bachelor’s degree in Information Systems,
Software/Computer Engineering, Computer Science or related field

Minimum skills
required :
Understanding
of common cloud services and APIs, as well as the impact of scale and
performance.
Full
proficiency in Scrum and Kanban. Ability to drive the process across multiple
teams, influencing organization-wide processes.
Strong
communication skills
Successful
history of delivering large products to market
Experience with
software development in cloud environments
Pro-active
working style and mindset to drive innovation
Experience with
agile organizations and international teams
Experience with
development and business processes within a large organization
Will accept
equivalent work experience in lieu of formal education



Yes

Combination of
Degree and Years of experience acceptable (minimum) :



Bachelors 7 yrs / Masters 5 yrs/ PhD 2 yrs
Preferred Qualifications:
Professional
Scrum Product Owner (PSPO) Certification
Experience with
DevOps teams and culture
Experience with
micro service-based infrastructure
Automotive
experience
7 years of
overall experience
Here at MBRDNA, you create digital ecosystems around cars, you design a language between humans and machines, you make a car even more intelligent - you make the new reality for cars. Our benefits include medical, dental and vision insurance, 401k savings plan, tuition and fitness reimbursement programs and much more. We have an open and flexible environment to allow you to push boundaries, join MBRDNA and design your future.
Check out our open jobs here. Learn more about MBRDNA and connect with us on LinkedIn, Twitter, Instagram and Facebook.

MBRDNA is an equal opportunity employer (EOE) and strongly supports diversity in the workforce.

MBRDNA only accepts resumes from approved agencies who have a valid Agency Agreement on file. Please do not forward resumes to our applicant tracking system, MBRDNA employees, or send to any MBRDNA location. MBRDNA is not responsible for any fees or claims related to receipt of unsolicited resumes.

Thank
you for your interest in (Entity). Please be aware the impact of COVID-19 could
increase the amount of time it takes our HR and Hiring Team to process your
application. We apologize for any inconvenience this may cause. We are
dedicated to the health and safety of our employees and candidates. We
appreciate your patience during this time.",2.8,"Mercedes-Benz Research & Development North America, Inc.
2.8","Seattle, WA","Sunnyvale, CA",501 to 1000 employees,1994,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),"BMW, Audi, Tesla"
Project Manager I,$112K-$118K (Glassdoor est.),"Overview

JOB SUMMARY

The Project Manager I is responsible for overseeing the completion of assigned projects according to schedule, budget, and within safety and quality standards while maintaining good partner, customer and vendor relationships in accordance with Holland Partner Group's Core Values.

Responsibilities

ESSENTIAL JOB FUNCTIONS
Demonstrate mastery of Associate Project Manager II job functions.
Manage and take ownership of multiple complex trades on a project with minimal oversight from buyout through closeout inclusive of bidding, negotiation, contract generation, change orders, scheduling, forecasting, submittals, RFI's, etc.
Manage and\or coordinate Holland associates and resources in the effort to complete and closeout assigned tasks.
Assist Project Manager II and/or Senior Project Manager in the preparation of cost projections, reports of project margin processions, and reports of significant deviations from the budget.
Ensure necessary permits are obtained in a timely fashion for the project.
Assist in preparing proposals and detailed estimates.
Assist in preparing subcontractor bid packages and bid tabulations for multiple complex trades.
Develop, coordinate, and manage project planning and scheduling.
Assist in negotiating and drafting complex subcontracts for Project Manager II and/or Senior Project Manager review.
Prepare change orders for subcontractors and clients.
Assist in preparation and reviewing project costs to ensure project completion on schedule, within budget, and in accordance with established goals.
Review construction documents and shop drawings for buildability, conflicts, or other details related to construction.
Complete and resolve punch list items.
Manage subcontractors to ensure their work is being performed according to the schedule and set quality and safety expectations.
Provide leadership and guidance to subordinates on assigned project.
Work to optimize team effectiveness and help coordinate the project team.
Develop and maintain productive working relationship with team,company personnel, and subcontractors.
Monitor, enforce and maintain job safety for the project by supporting and participating in all safety programs, ensuring all crew is using required safety equipment and continually monitoring the job site to ensure safety requirements are met in accordance with Holland safety polices.
Represent Holland Partner Group in a professional manner at all times.
Conform to company apparel standards and set a positive example for all Associates.
Perform all other duties as directed and assist the overall team effort in any way possible.
Qualifications

JOB REQUIREMENTS

Education: High School Diploma or equivalent is required. Bachelor's degree in Civil Engineering, Construction Engineering, Architecture, Construction Management or related field strongly preferred.

Experience: Minimum of five years' experience in the construction industry required, with most of that time spent in project management. Design-Build and jobsite experience is preferred. A Bachelor's or Advanced Degree in a related field may be considered in lieu of some experience. Professional engineering or architectural registration is preferred.

Knowledge, Skills and Abilities Required:
Thorough knowledge of major aspects in design and construction.
Ability to read and interpret construction documents.
Ability to work productively with customers and vendors in all departments.
Ability to independently lead project teams and appropriately handle stress.
Ability to work effectively with all levels of employees while inspiring respect and credibility.
Skilled in supervising and motivating others, sales, and efficiently managing design-build projects.
Adept at problem solving, communicating, working efficiently, and constructively challenging subordinates.
Strong organizational skills with a superior analytical aptitude.
Strong verbal and written communication skills.
Must be honest, a self-starter, driven and prepared to work in a team environment.
Proficient in the use of MS Office, specifically Word, Excel and Outlook.
Ability to command mastery of company used software such as Procore, Bluebeam and others.
Execute assigned tasks and responsibilities using technology tools per Holland's best practices.
Attendance: This full-time position is exempt and requires the ability to be present and available during business hours to meet company and department needs. Additional hours or flexible schedule may be required.

Working Conditions: This position may be assigned to a construction project site that may involve work conditions requiring protective equipment and training that conforms to OSHA and applicable state agency regulations. Office and toilet conditions may be temporary in nature. Site offices may be subject to dust, noise, and temperature variations not typically encountered in a standard office environment.

This position also requires:
Valid driver's license.
May require individuals to furnish their own vehicle to transport customers, tools and/or supplies to and from the office and assigned project(s).
Travel and overnight stays.
Ability to lift or move up to 20 pounds.
Hearing and visual ability to observe and detect signs of emergency situations.
Fluency in English both verbally and non-verbally.

SDL2017",-1,Holland Residental,"Seattle, WA",-1,-1,-1,-1,-1,-1,-1,-1
Construction Project Manager,$112K-$118K (Glassdoor est.),"ACCEPTING APPLICATIONS! APPLY TODAY! As soon as the state-mandated COVID-19 Stay at Home order is lifted, we are going to be busy and will be hiring talented employees to join us. Are you looking to make a change? Come on over and JOIN OUR TEAM!

Team Nelson Earthwork, Utilities & Concrete values teamwork at every level of the organization, appreciates its employees, maintains high standards to meet client needs and utilizes cutting edge industry technology. It is one of Washington’s most reputable private earthwork and utility contractors providing commercial and residential site development services. Most projects are located within the greater Seattle area but we are also looking for employees that live in the south end (Tacoma, Federal Way, Auburn, Puyallup, Kent, and the surrounding cities) to fill positions for some large projects in Federal Way and Auburn.
We are looking for employees who have experience in Earthwork, Sewer, Storm, and Water mainline utilities.
Responsibilities
Determine and define the scope of work and deliverables
Predict resources needed to complete project
Obtain necessary permits, approvals, and other regulatory prerequisites
Draft and submit a budget based on the scope of work and resource requirements
Manage costs in order to meet budget
Provide direction over contracts and subcontracts
Manage construction schedule and activities
Issue progress updates as needed regarding costs and timelines
Ensure work is done in compliance with all relevant building and safety codes
Select and manage subcontractor and supplier relationships
Qualifications
Bachelor's degree in Building Construction, Construction Management, Civil Engineering, or Architecture
5-7 years of experience in project management within the construction
Comfortable reading and understanding civil & structural blueprints and drawings
Proficient in Microsoft Office and general computer software
Demonstrated knowledge of construction, engineering, and architecture principles
Ability to budget, schedule, negotiate, and control costs
A high degree of familiarity with contract and subcontract documents, terms, and conditions
Strong leadership and management skills
Communicate effectively both verbally and in writing.
Team-oriented, self-motivated, problem solver, open-minded, and willing to learn.
Honest, professional and respectful while communicating with clients, inspectors, and teammates.
Cost and production-oriented- Able to make decisions based on cost and production.

Competitive Pay and benefits:
· Medical, Dental, and Vision insurance.
· Employer match 401k program
· Paid time-off.
· Advancement opportunities for driven individuals.",4.1,"Team Nelson Earthwork & Utilities
4.1","Woodinville, WA","Woodinville, WA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Project Manager,$112K-$118K (Glassdoor est.),"Position: Senior Project Manager

Schuchart currently has a job opening for a Senior Project Manager.

Requirements & Job Description

Ten plus years of experience as a Project Manager in Commercial construction. Ability to run projects ranging from $10-$100 million in size. The Senior Project Manager position is a multifaceted position that requires the candidate to develop and maintain business opportunities, provide overall management direction to one or more projects, establish project objectives, serve as main liaison with client, manage project budget, produce monthly financial forecasts, uphold safety standards, and manage subcontractor and supplier relations. Duties include bid preparation, project estimates, client proposals, contract administration, site planning, scheduling, cost control, site supervision, quality control, and overall client satisfaction.

Key Responsibilities & Functions

Identify and develop, and maintain business opportunities within the assigned division.

Establishes project objectives, policies, procedures and performance standards within the boundaries of corporate policy.

Primary contact and liaison for owner and principle partner entities for the contract, design, systems, procedures and related deliverables.

Ensures that the project is constructed in accordance with design, budget and schedule.

Contributes as appropriate to the pre-award process by determining project scope, planning estimating, and approach.

Assist Superintendent with developing and maintaining Project Schedule

Plans, organizes and staffs key positions through subordinates, lower level project managers and project coordinators.

Monitors/controls construction progress through administrative direction of on-site project personnel to ensure project is built on schedule and within budget.

Investigates potentially serious situations and implements corrective measures.

Manages financial aspects of contracts to protect the company's interests and maintains good relationships with client.

Provides overall administrative and technical direction to projects, from bid preparation to final acceptance by client, by ensuring that the project is constructed in accordance with design, budget and schedule.

Contributes as appropriate to the pre-award process of determining project scope, planning and estimating.

Assists,reviews and negotiates contracts; liaises with legal counsel as appropriate in conjunction with Division Manager.

Develops, recommends and implements the project plan after the project is awarded.

Assembles key personnel for the project.

Selects subcontractors for projects.

Monitors and controls progress, costs and budgets throughout the project.
Must be able to pass a Pre-Employment Drug and Background Test.
Company Description

Schuchart is a fifth generation, Seattle-based general contractor with a reputation for building unique and exciting projects. We empower and expect our employees to be creative in solving project challenges. Continuing education, sharing of lessons learned throughout the firm, and mentoring all contribute to our dynamic and successful work environment. Great ideas and a commitment to excellence come from people who enjoy what they do. Schuchart has a dedicated staff who stand ready to assist their clients and project team members. If you are committed to excellent customer service while delivering an outstanding product, and would like to work for a company that encourages entrepreneurial spirit, then we want to talk with you.

Schuchart is an Equal Opportunity Employer.

SDL2017",3.9,"Schuchart
3.9","Seattle, WA","Seattle, WA",51 to 200 employees,1988,Company - Private,Construction,"Construction, Repair & Maintenance",$50 to $100 million (USD),-1
Technical Program Manager,$112K-$118K (Glassdoor est.),"At Sonos we believe that listening is essential to human progress, culture, and happiness. Our mission is to inspire the world to listen better and we are passionate about building and delivering amazing products and services that empower listeners everywhere. Our ambition is to be the worlds leading sound experience company and we will get there by delivering great sound, an easy experience, premium design, freedom of choice, and by making sure it all works together seamlessly as a system. Were looking for someone who not only knows how to create software enabled experiences, but also can help us realize our vision to keep Sonos at the forefront of the connected device universe.

The Technical Program Manager is a high-visibility role within Sonos. You will lead the delivery of all software needed for a new product from conception through prototyping and beta testing to mass production and into customers hands.

The Technical Program Manager operates at the nexus of software and hardware making sure that all of the software pieces are understood, planned, delivered on time, and delivered with quality. The role requires strength in three fundamental aspects of product development: understanding product strategy, driving program logistics and schedule, and deep technical understanding of the software being delivered.* Lead a large cross-functional team of high-performing engineers to deliver the software required at all stages of new product development.
Act as the liaison between the software and hardware organizations on new hardware programs.
Quickly translate hardware requirements into concrete software functionality.
Create program schedules, identify and communicate risks to all stakeholders, define risk mitigation strategies.
Facilitate appropriate software engineering solutions to unanticipated issues while keeping teams unblocked.
Know how and when to ship quality products. Work with engineering teams to keep programs moving forward using both qualitative and quantitative metrics to advance programs through the shipping cycle.
Drive program consensus, influence, and rally cross-functional teams meet goals.
Demonstrate a relentless sense of ownership for the success of a program.Basic Qualifications:
Track record of shipping reliable, extensible, and maintainable software programs.
5+ years of experience in software development and leading high-performing cross-functional teams.
Able to communicate technical concepts, risks, and interdependent requirements clearly and effectively.
Successful track record of maintaining organization using multiple development methodologies.
Preferred Qualifications:
Experience in product development with strong problem-solving skills.
Working knowledge of branch/merge strategies and code management.
Experience with consumer hardware development and organizational exposure to mass production.
Thrives in a fast-paced, results-oriented environment.
Bachelors degree in Computer Science, Computer Engineering or equivalent experience.",4.2,"Sonos
4.2","Seattle, WA","Santa Barbara, CA",1001 to 5000 employees,2002,Company - Public,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),Bose
Technical Account Manager,$112K-$118K (Glassdoor est.),"Technical Account Manager

Beamery Specific Details
We believe talent is a company's greatest asset. Finding, engaging and retaining that talent starts with building meaningful relationships and delivering exceptional candidate experiences at every stage of the candidate journey.

Beamery is the leading Talent Engagement Platform. Combining Talent CRM, Talent Marketing, Automated Compliance, and a Connected layer to legacy systems, it enables companies to attract, identify and engage candidates on one unified platform, to deliver better talent acquisition at scale.

At Beamery we're powering the shift towards a candidate first Talent Engagement strategy, shifting recruiting from a reactive to a proactive process and empowering talent teams in new areas critical to successful Talent Engagement, from branding, events, and compliance, to forecasting & planning. Our Talent Engagement platform offers a new level of comprehensiveness, consolidating essential modern talent acquisition activities into one system and offering a connected solution that powers the entire candidate journey.

About Customer Success

The product we build is truly changing the way companies find and hire talent, and our role in Customer Success is to make sure that our users make the best of it. Our constant support and engagement is one of Beamery's biggest strengths- we act as advisors and agents of change to our customers, and we bring back their feedback and requests to the rest of the team. We invest time in understanding our customer's business needs, and strategically think about how the product can best fulfill them. Our goal? To make every single interaction with Beamery productive, easy and enjoyable.

The Technical Account Manager will develop and maintain close relationships with a strategic group of enterprise customers and collaborate closely with our Senior Customer Success Manager on assigned accounts. This role requires a self-motivated professional that consistently brings a high level of commitment to customers and colleagues.

The ideal candidate brings strong communication and project management skills as well as strong technical background and the ability to strategically and tactically navigate the challenges with large, strategic customers. This role is remote and based in the US.

What will you be doing at Beamery?
Working in collaboration with a Customer Success Manager on assigned strategic customers, coordinate and prioritize business critical product enhancements, customer development work and cases/events
Responsible for driving escalations and managing incidents for assigned customers, including internal and external communications with stakeholders.
Become a Beamery expert and use that expertise to drive optimal outcomes for assigned customers.
Establishing a trusted technical advisor relationship that works to ensure the customer's overall satisfaction with Beamery products and be proactive in helping them use Beamery better, but also give them guidance on best practices across their talent technology stack and workflows.
Review upcoming customer events and planned production activities to identify potential problems, then plan and execute solutions
Successfully engage with Senior Leadership, Technical and Functional staff to remove roadblocks, address delays and mitigate issues.
Act as a liaison between Engineering, Product Management, Professional Services, Customer Success Managers, Customer Support and Customers.
Own and drive escalated issues blocking production success
Prioritising and driving resolution on escalated customer issues
Effectively use sound business judgment, risk avoidance and SME resources to coordinate team efforts to solve problems
Manage challenging situations in a fast paced environment
Carry out regular review of customer cases to identify trends
Drive customer self-sufficiency by ensuring their customers understand how to engage with the Beamery Customer Support organization and leverage tools
Pilot new programs and drive continuous improvement initiatives for production customers
Being the ""voice of the customer"" and acting as their internal advocate within Beamery.
Who are we looking for?
5+ years of experience in product support, customer success, account management or consulting for complex HR/HCM/TA systems
Established history of successfully managing issues through resolution and escalation management at the executive level
Proven ability to collaborate and build strong relationships with customers across cross-functional teams (Product Management, Engineering, Customer Support, Professional Services, and Operations)
Excellent verbal, presentation and written communication skills, including the ability to chair meetings
Ability to read, anticipate and assess high-stress situations quickly
Ability to deal with the stress related to project timeframes and competing priorities.
Strong planning and organizational skills (Project Management experience is a must)
Ability to work independently, adapt quickly, and maintain a positive attitude
Excellent analytical, problem solving, and multitasking skills
You're comfortable working with a global team and global customers, and you're adept at managing workloads across time zones
An outstanding customer service record
Willingness to travel up to 25% of the time",4.0,"Beamery
4.0","Seattle, WA","London, United Kingdom",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"SmashFly Technologies, Phenom People, Bullhorn"
Salesforce Project Manager (Virtual,$112K-$118K (Glassdoor est.),"Company Overview

7Summits is the leader in community-driven digital transformation solutions that empower customers, enable partners, and unleash employees. Our proven approach combines strategic consulting, user-centered experience design, and deep technical expertise to improve clients business processes through collaboration and automation.

Our Salesforce Lightning Accreditation recognizes our suite of solution accelerators, including Community Lightning Bolts and Lightning Components. These proprietary tools help clients implement high-quality solutions faster.

7Summits is a Salesforce Platinum-level Consulting Partner, a two-time recipient of Salesforce Venture funding, and is recognized by industry analysts and observers as a standout digital solutions provider.

Position Overview
As Project Manager (PM), your role will focus on leading 7Summits professional services engagements by establishing work plans and organizing/coordinating both client-side and internal 7Summits stakeholders/resources to deliver online community solutions that yield business value to our customers. PMs are involved with the full project life-cycle, from project kickoff and upfront strategy & planning, requirements definition and solution design, to technical implementation, testing, launch and ongoing activation & support of online communities.

Responsibilities:
Serve as assigned customers primary, day-to-day point of contact during engagements.
Establish engagement work plans/work breakdown structures, with input and buy-in from customer stakeholders, that define engagement phases/milestones, activities/tasks, dates/duration, resources, etc. based on 7Summits services delivery methodologies.
Lead and organize the cross-functional 7Summits team assigned to your engagements, typically comprised of a combination of strategists, business analysts, designers, technologists/developers and/or community managers, in order to execute engagement work plans and deliver high-quality deliverables that satisfy customer requirements, objectives and/or acceptance criteria.
Produce project management documentation, such as project plans/timelines, project requirements and acceptance criteria (typically in JIRA), meeting materials and presentations, status reports, budget reports, resource utilization reports, and other project documentation using 7Summits templates, tools and standards.
Regularly communicate project status with external and internal stakeholders, including key accomplishments, next steps, issues/risks/items for management attention, and project financials.
Effectively identify and mitigate/manage engagement risks and issues.
Manage engagement scope, schedule, budget and resources.
Manage data and execute business processes such as timesheet entry, resource forecasting, utilization analysis, expense management and tracking.
Achieve a target billable utilization of 80% (32 hrs/wk).
Skills and Requirements:
Bachelors degree and/or equivalent work experience, preferred.
2-3 years of Project Management experience delivering online community solutions (or similar web-based/digital development projects) using both waterfall and agile methodologies.
Experience with agile development tools such as JIRA.
Familiarity with data analysis tools and methodologies.
Experience with Salesforce Sales Cloud, Service Cloud, Community Cloud and/or Marketing Cloud.
Proficient in Google G-Suite or Microsoft Office
Strong written, verbal and presentation communication skills.
Travel requirements are in the range of 10-50%.
This position is not eligible for Visa sponsorship.
Competencies

7Summits is for self-starters who love what they do! We are passionate about unleashing peoples potential to create, compete and innovate in entirely new ways. Thats why youll find us relentlessly exploring, innovating, and building the best solutions for our customers.

7Summits is for communicators who are comfortable in a world where personal and professional collide. Our employees build relationships regardless of where they are located around the globe.

7Summits is for consultants who are focused on driving business value for our customers. Our employees provide expertise and deep insights that lead to business transformation.

7Summits is for creative thinkers who acknowledge that no two business problems are the same. Our employees keep an open mind and look beyond the obvious to uncover bespoke solutions.

7Summits is for collaborators who understand that everyone succeeds together. Our employees accept personal accountability for their own outcomes and help others meet their goals.

7Summits is for trailblazers who are curious and perform well amidst ambiguity. Our employees experiment, acquire new skills, and are open to making and learning from mistakes.

Powered by JazzHR",3.4,"7Summits
3.4","Seattle, WA","Milwaukee, WI",51 to 200 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Creative Project Manager,$44K-$115K (Glassdoor est.),"Location:
Austin

Job Terms:
Temporary

Salary:
$35-37/hr

Start date:
Pending

Posted By:
Den Mondejar

Date:
05/13/2020

Job Description:

*Must have proof of eligibility to work in the US as W2 employee, sponsorship is not available.


Web QA Tester


$35-37/hr


Ongoing, as needed


Important: We are looking for a QA Tester to assess our client's web projects. This will be ongoing, as projects come through. There will be ebs and flows to the work. This is a W2 position, not 1099 or C2C.

You will be responsible for finding and reporting bugs and glitches. In this role, you should have a keen eye for detail and excellent communication skills. If you are also competent in executing test cases and are passionate about quality, we’d like to meet you. Ultimately, you will ensure that our client's products, applications and systems work correctly.

Responsibilities
Review and analyze specifications
Collaborate with team to develop effective strategies and test plans
Execute test cases (manual or automated) and analyze results
Evaluate product code according to specifications
Create logs to document testing phases and defects
Report bugs and errors to development teams
Help troubleshoot issues
Conduct post-release/ post-implementation testing
Work with cross-functional teams to ensure quality throughout the web development lifecycle
Requirements
Proven experience as a Web Quality Assurance Tester or similar role
Experience in project management
Familiarity with Agile frameworks and regression testing is a plus
Ability to document and troubleshoot errors
Excellent communication skills
Attention to detail
Analytical mind and problem-solving aptitude
Strong organizational skills",3.9,"Aquent
3.9","Seattle, WA","Boston, MA",1001 to 5000 employees,1986,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
